name,nature,menu_parent,variant_matric,value,location,price,image,description,meta_description,meta_keyword _ __,view,active,video,how2fix,Tools needed
Anode Replacement,task,Geyser,,,Hyderabad,0,Electrical/sacrificial-anode.jpg,Change Geyser Anode,remove and change your water heater's anode rod,,,1,ip68iHHlsog,"Turn off the electricity (or gas) to the heater, shut its water supply, and open a hot-water faucet to relieve pressure inside the appliance. Next, loosen the anode using a long wrench and plenty of penetrant on the anode's threads, or use a 11/16-in. socket and socket wrench. Bend the old anode into a curve as you withdraw it. Be careful--corroded anodes are quite brittle.<br><br>If you cannot bend and remove the anode, you'll have to drain the tank, disconnect it from its plumbing and electrical or gas connections, and tip it sideways.<br><br> Next, install a flexible anode. This product is shaped like a string of link sausages rather than a typical solid rod. Its unusual design works in low-clearance areas because you can gently bend the anode into an arc as you slip it into the opening in the top of the heater.<br><br>Source: Popular Mechanics","Closed end wrench or socket wrench and ratchet or breaker barStandard garden hosePTFE thread sealing tape or quality thread sealing compound"
AC Installation,task,Air Conditioner,Type,WINDOW,Hyderabad,500,Electrical/Air-conditioning.jpg,Installing AC wiring. More capacity AC consume more power so power load sharing has to be mentioned while wiring is designed. It is always better to consult a electrician for the same.,Install air conditioner ,,,1,WgFF7p2CQ,"Wire a 220 Outlet:<br><br>1. Choose the correct wire size and type for the appliance. how much current the appliance will draw. Make sure the wire you use is rated for 20 percent more. Use copper wire only. If you use aluminum wire, you have to cover it with grease to keep it from deteriorating.<br><br>2. Locate your outlet within 300 feet of the breaker box. This will prevent a voltage drop that you would have to correct.<br><br>3. Determine whether to use 3 conductors or 4 conductors. If you are replacing an older appliance, you may have to convert your outlet from 3 to 4 conductors using a pigtail. It's not necessary to rewire the connection and install a new outlet, but you may choose to do so.<br><br>4. Install an outlet even if you can directly connect the appliance to the breaker box. In order to use a direct connection, the appliance must be within 50 feet and within sight of the breaker box or you must install a disconnect. Since a plug and outlet are a disconnect, you may as well go ahead and install the outlet.<br><br>5. Hire a qualified electrician to connect the supply wire to the breaker box. This is dangerous work that must be done without disconnecting power. If you attempt to do this yourself and make a mistake, you could receive a fatal shock. Appliances using 220 volts are connected to a double pole circuit breaker, which is two circuit breakers connected together. This allows the appliance to use both phases of the incoming electrical power, and to trip at the same time, removing power to the appliance. If you don't use a double pole breaker, then both breakers may not trip, and the malfunctioning appliance will still have power, which can be dangerous.<br><br>7. Make sure the breaker is turned off.<br><br>7. Run the supply wires behind the wall to the outlet location. You will have to cut holes in the drywall, chisel space for the wires in the wall studs and use a fish tape to pull the wire along. You should have already measured and cut the hole in the drywall for the outlet.<br><br>8. Cut the wires to the correct length for the outlet. The wires for a 220-volt outlet are too stiff to allow you to simply stuff any extra into the wall.<br><br>9. Strip off about 2 inches (5 cm) of the insulating jacket on the wires. Use a utility knife. Be careful not to cut the inner insulation.<br><br>10. Strip off about 1/2 inch (1.25 cm) of the inner insulation to expose the wire. Use wire strippers to do this.<br><br>11. Connect the wires to the outlet. Study the outlet and connect the wires to the terminals either by pushing them into the terminals or bending them around a screw and tightening the screw. Four-conductor outlets have 3 terminals corresponding to the vertical slots on the left, right and top-center, and a terminal corresponding to the rounded bottom slot. The black wire is ""hot"" and connects to one of the terminals on the left or right. It makes no difference which side you connect the black wire to. The red wire is also ""hot"" and connects to the other left or right terminal. In 3-conductor connections, there is no red wire. The white wire is neutral and connects to the top terminal. The bare wire is ground and connects to the terminal corresponding to the bottom, rounded slot.<br><br>12. Test your connections to make sure they're correct. Turn on the breaker and use a voltmeter or multimeter. The voltage between the left and right terminals should be 220.The voltage between the left or right terminal and the neutral terminal should be 110.The voltage between the neutral and ground terminal should be 0.<br><br>13. Turn off the breaker, assemble the outlet and install it in the wall.<br><br>Source: WikiHow","Drill, Insulating Foam Side Panels,Screwdrivers,Tape Measure,Torpedo Level"
,,,,WINDOW with wooden skirting,Hyderabad,1200,,,,,,,,,
,,,,SPLIT,Hyderabad,1500,,,,,,,,,
AC Uninstallation,task,Air Conditioner,Type,WINDOW,Hyderabad,250,Electrical/Air-conditioning.jpg,AC Uninstallation,AC Uninstallation,,,1,,,
,,,,SPLIT,Hyderabad,500,,,,,,,,,
AC Switch Board installation,task,Air Conditioner,,,Hyderabad,150,Electrical/Ac-plug-point.jpg,Power point might need to be create/reused. Efforts would vary with the existing power point conditions and requirements.,Install air conditioner ,,,1,XMgwZDtR4tw,"Wire a 220 Outlet:<br><br>1. Choose the correct wire size and type for the appliance. how much current the appliance will draw. Make sure the wire you use is rated for 20 percent more. Use copper wire only. If you use aluminum wire, you have to cover it with grease to keep it from deteriorating.<br><br>2. Locate your outlet within 300 feet of the breaker box. This will prevent a voltage drop that you would have to correct.<br><br>3. Determine whether to use 3 conductors or 4 conductors. If you are replacing an older appliance, you may have to convert your outlet from 3 to 4 conductors using a pigtail. It's not necessary to rewire the connection and install a new outlet, but you may choose to do so.<br><br>4. Install an outlet even if you can directly connect the appliance to the breaker box. In order to use a direct connection, the appliance must be within 50 feet and within sight of the breaker box or you must install a disconnect. Since a plug and outlet are a disconnect, you may as well go ahead and install the outlet.<br><br>5. Hire a qualified electrician to connect the supply wire to the breaker box. This is dangerous work that must be done without disconnecting power. If you attempt to do this yourself and make a mistake, you could receive a fatal shock. Appliances using 220 volts are connected to a double pole circuit breaker, which is two circuit breakers connected together. This allows the appliance to use both phases of the incoming electrical power, and to trip at the same time, removing power to the appliance. If you don't use a double pole breaker, then both breakers may not trip, and the malfunctioning appliance will still have power, which can be dangerous.<br><br>7. Make sure the breaker is turned off.<br><br>7. Run the supply wires behind the wall to the outlet location. You will have to cut holes in the drywall, chisel space for the wires in the wall studs and use a fish tape to pull the wire along. You should have already measured and cut the hole in the drywall for the outlet.<br><br>8. Cut the wires to the correct length for the outlet. The wires for a 220-volt outlet are too stiff to allow you to simply stuff any extra into the wall.<br><br>9. Strip off about 2 inches (5 cm) of the insulating jacket on the wires. Use a utility knife. Be careful not to cut the inner insulation.<br><br>10. Strip off about 1/2 inch (1.25 cm) of the inner insulation to expose the wire. Use wire strippers to do this.<br><br>11. Connect the wires to the outlet. Study the outlet and connect the wires to the terminals either by pushing them into the terminals or bending them around a screw and tightening the screw. Four-conductor outlets have 3 terminals corresponding to the vertical slots on the left, right and top-center, and a terminal corresponding to the rounded bottom slot. The black wire is ""hot"" and connects to one of the terminals on the left or right. It makes no difference which side you connect the black wire to. The red wire is also ""hot"" and connects to the other left or right terminal. In 3-conductor connections, there is no red wire. The white wire is neutral and connects to the top terminal. The bare wire is ground and connects to the terminal corresponding to the bottom, rounded slot.<br><br>12. Test your connections to make sure they're correct. Turn on the breaker and use a voltmeter or multimeter.The voltage between the left and right terminals should be 220.The voltage between the left or right terminal and the neutral terminal should be 110.The voltage between the neutral and ground terminal should be 0.<br><br>13. Turn off the breaker, assemble the outlet and install it in the wall.<br><br>Source: WikiHow","Drill, Insulating Foam Side Panels,Screwdrivers,Tape Measure,Torpedo Level"
AC Switch Board + Wiring Extension,task,Air Conditioner,,,Hyderabad,0,Electrical/Ac-plug-point.jpg,"Power point might need to be create/reused. Efforts would vary with the existing power point conditions, requirements and distance from main board.",Power extension for air conditioner ,,,1,,,
Exhaust Fan installation,task,Exhaust Fan,,,Hyderabad,110,Electrical/Exhaust-Fan.jpg,"From the simplest fans, to more elaborate models with built in lights, heaters and timer switches, there are many types of bathroom exhaust fans available.  Some models are designed to be mounted on the ceiling, while others are mounted to the walls.",Install a Exhaust Fan,,,1,sVgjtYmvLDE,"1. If this is a remodel and you are replacing an existing unit, this is pretty easy. If this is a new installation you will typically need to install the fan in a location where it can be attached to a ceiling joist, which you can locate using a stud sensor or any other method you prefer.<br><br>2. Turn off the power for the circuit at the breaker and put masking tape over it.<br><br>3. Cut a hole in the ceiling larger than the finished opening (unless you have access from above) in order to get the fan housing into the ceiling and to attach it to the joist for support. A good method to do this is to use a rotary cutting tool, like a rotozip, or a drywall saw. Be careful not to cut any electrical wiring if this is a remodel. Be sure to wear goggles and a dust mask!<br><br>4. Find power for the fan. You will need to run one or more switched circuits to the fan location from your switch location. A single circuit is typically all that is needed for the fan, light and heat unit, if equipped. You will need to refer to another reference source for instructions on accomplishing this.<br><br>5. Find an exhaust duct, which is typically vented to the outside through the roof or through the side of the house.<br><br>6. Know that you can now install the fan. Prepare it for installation by installing the appropriate cable clamp into the electrical housing knockout(s) for the cable that was run to the unit. Run the cable through the clamp as you raise the unit into place if installing from below.<br><br>7. Attach the fan housing to the ceiling joist, attach the exhaust duct(or attach the duct first if it's the flexible type), connect up the electrical cable wires to the appropriate wires/terminals and snug the cable clamp down.<br><br>8. Test the fan for proper operation by turning on power at the breaker and testing the switch(as). Once operation is verified, turn off the power until the installation is complete.<br><br>Source: WikiHow","Screwdrivers,Wire Strippers,Jigsaw,Drill,Electrical Tester, Pencil, Electrical Cable,Wire Connectors, Flexible Dryer Vent Duct, Dryer Vent Clamps, Soffit Vent, Exhaust Fan Unit"
Exhaust  Installation,task,Exhaust Fan,,,Hyderabad,0,Electrical/kitchen-Exhaust.jpg,"Youêve remodeled your kitchen, moving the stove from its original locations and now you need to install a new exhaust vent for it.",Install a Kitchen Exhaust Fan,,,1,CeattV3pC2Q,1. Plan for Your Ceiling Exhaust Hole<br><br>2. Insert Your Vent Pipe<br><br>3. Attach a Duct Elbow<br><br>4. Attach the Vent Fan<br><br>5. Cut an Exhaust Hole<br><br>6. Attach Connector Duct to Outside Hole.,"LadderPlain flat screwdriverPhilips screwdriverElectric screwdriver or cordless drill with screw tip (optional but recommended)FlashlightA circular saw (optional but easier than a regular saw)Utility knifeNew exhaust vent assemblySurface mount 4 inch square electrical box with coverEnough 12-2 remix to reach from original vent location to the new locationExhaust vent tubing connector of the proper sizeVent tape. This is a shiny high strength tapeWire connectors/wire nutsA 20 amp single receptacle/outlet"
Meter Box Fitting - Single Phase ,task,Meter,,,Hyderabad,330,Electrical/single-phase-meter.jpg,Meter Box Fitting - Single Phase ,,,,,,,
Meter Box Shifting - Single Phase,task,Meter,,,Hyderabad,350,Electrical/single-phase-meter.jpg,Meter Box Shifting - Single Phase,,,,,,,
Meter Box Servicing,task,Meter,,,Hyderabad,300,Electrical/single-phase-meter.jpg,Meter Box Servicing,,,,,,,
Main Circuit Breaker Replacement,task,Meter,,,Hyderabad,250,Electrical/Main-Circuit-Breaker.jpg,"Breakers within your electrical panel get weak or go bad. This may be caused by a circuit problem that has repeatedly tripped the breaker. An overloaded circuit could be the culprit in this scenario. Whatever the reason, replacing the breaker should be the cure.",Install or replace circuit breaker,,,1,eg9bDmCfIaQ,"1. Shut off the branch circuit breakers one at a time.<br><br>2. Shut off the main circuit breaker.<br><br>3. Test all the wires with a voltage tester to make sure they're dead before proceeding.<br><br>4. Remove the panel cover.<br><br>5. Disconnect the wire of the breaker you're removing from the load terminal.<br><br>6. Carefully pry out the old breaker, paying careful attention to how it's positioned.<br><br>7. Insert the new breaker and push it into position.<br><br>8. Attach the circuit's wire to the load terminal. Strip a bit of insulation off the wires, if necessary.<br><br>9. Inspect the panel for any other problems. Tighten any loose terminals.<br><br>10. Replace the panel cover.<br><br>11. Turn on the main breaker.<br><br>12. Turn on the branch breakers one by one.<br><br>13. Test the breakers with a voltage tester to make sure everything is in order [Source: Electrical Online].","Phillips Screwdriver, Straight Blade Screwdriver, Electrical Tester, Safety Glasses, Replacement Breaker"
Main Circuit Breaker Repair,task,Meter,,,Hyderabad,0,Electrical/circuit-breakers-repair.jpg,Main Circuit Breaker Repair,,,,1,,,
Flathead Screwdriver,tool,,,,Hyderabad,,Electrical/flatheadscrewdriver.jpg,"Tip is flat. It should be selected for right tip of the screew. However, Each house must have this one as it is handy in many tasks. ",Flathead Screwdriver,,,1,,,
Phillips Screwdriver,tool,,,,Hyderabad,,Electrical/philips-head-screwdriver.png,Phillips Screwdriver,,,,,,,
Long-Nose Pliers,tool,,,,Hyderabad,,,,,,,,,,
Wire Strippers,tool,,,,Hyderabad,,,,,,,,,,
Replacement Capacitor,tool,,,,Hyderabad,,,,,,,,,,
